trdar_cd,district_name,obs_count,avg_closure_rate,high_risk_pct,avg_store_count,avg_sales
3110783,영등포시장역 1번,237,0.0382,0.1266,5.3,192131148.0
3120239,오금역,655,0.0382,0.229,10.3,370598812.0
3111044,남천초등학교,615,0.0382,0.1756,7.2,482873819.0
3110422,노원역 9번,188,0.0382,0.1489,6.4,189688488.0
3120177,신논현역 1번,504,0.0382,0.2282,8.9,175992222.0
3110630,공항시장역 1번,414,0.0382,0.1884,8.3,278493100.0
3111046,마천역(마천초등학교),891,0.0381,0.2379,10.8,930608571.0
3110710,남구로역 3번,571,0.0381,0.2925,14.9,474964275.0
3120187,신논현역,1171,0.0381,0.4885,34.0,2822949059.0
3110328,상월곡역 3번,120,0.0381,0.0917,3.5,187627294.0
3110352,수유1동주민센터,456,0.038,0.1535,5.7,232712982.0
3130233,남문시장,336,0.038,0.2173,8.9,581663093.0
3110802,신길동홍어거리,157,0.038,0.1401,4.2,103990016.0
3110787,신길3동주민센터,577,0.038,0.1369,5.9,217403249.0
3130324,길동복조리시장,377,0.038,0.1592,6.4,423759209.0
3111030,방이역 2번,406,0.038,0.1502,6.5,248392294.0
3110078,이촌동점보아파트,238,0.038,0.0882,4.0,362249355.0
3120152,신대방삼거리역,834,0.0379,0.2074,10.0,953645845.0
3110977,논현로18길,55,0.0379,0.0727,2.5,232736092.0
3130120,돈암시장(돈암제일시장),416,0.0379,0.1707,7.1,772179227.0
3110566,경의선책거리,646,0.0378,0.3328,16.6,536807080.0
3110873,당곡중학교,704,0.0378,0.1932,7.1,195892914.0
3130311,새마을시장,920,0.0378,0.2011,9.6,844961774.0
3110604,신월4동주민센터,432,0.0378,0.1898,7.5,191738772.0
3110712,남구로역 5번,463,0.0378,0.2527,11.7,245278755.0
3110590,만리재,236,0.0377,0.1568,6.0,237438743.0
3120204,르네상스호텔사거리,696,0.0377,0.2457,11.0,619583910.0
3120156,"총신대입구역(이수, 총신대)",1241,0.0377,0.3715,21.4,1490498844.0
3110715,구로구민회관,71,0.0376,0.1268,4.0,191768647.0
3111038,보인중학교,424,0.0376,0.1297,6.4,369800720.0
3110056,신당역 3번,370,0.0376,0.2135,10.8,266393402.0
3110535,영천시장입구,163,0.0375,0.1227,4.3,125850114.0
3130214,송화벽화시장(송화골목시장),603,0.0375,0.1542,7.9,624089098.0
3110227,답십리공원,296,0.0375,0.1216,4.8,256895773.0
3130150,창동골목시장,483,0.0374,0.1511,6.1,255455081.0
3120188,압구정역,1028,0.0374,0.4319,36.0,3810597716.0
3130303,영동전통시장,503,0.0374,0.2008,8.8,1554138371.0
3110785,영등포푸르지오아파트,386,0.0373,0.1632,6.0,194973911.0
3110679,염창역 2번,106,0.0373,0.1604,4.4,375406984.0
3110268,망우3동주민센터,119,0.0373,0.1597,5.3,220794795.0
3110591,충정로역 6번,192,0.0373,0.1198,5.7,891229497.0
3130097,답십리 건축자재시장,119,0.0373,0.1176,5.5,1365424363.0
3110769,대림차이나타운(대림역 12번),137,0.0372,0.2336,8.8,333390440.0
3110484,역촌역 3번,263,0.0372,0.1141,5.7,269869502.0
3120169,서초역,787,0.0372,0.2541,13.2,1180841227.0
3110614,목동로데오거리,239,0.0372,0.2134,7.2,306217307.0
3110774,당산반도유보라팰리스아파트,252,0.0371,0.1389,5.4,171988423.0
3120182,"양재시민의숲역(양재동꽃시장, aT센터)",768,0.0371,0.2109,16.9,1206602826.0
3120206,개나리아파트,808,0.0371,0.1918,8.2,512600962.0
3110341,북한산우이역 2번,190,0.0371,0.1842,8.3,421664215.0
3120173,교대역(법원.검찰청),1227,0.037,0.4621,32.5,2329330623.0
3110627,신정롯데캐슬아파트,582,0.037,0.1942,7.1,391563616.0
3110074,서울역 12번,455,0.037,0.167,9.1,421458756.0
3110548,마포구청역 4번,245,0.037,0.1551,5.9,237787705.0
3110433,공릉역 2번,284,0.0369,0.2359,8.3,56970878.0
3130033,대림상가(청계상가),201,0.0369,0.2189,21.8,3728870050.0
3120216,경기고교사거리(경기고교앞사거리),491,0.0369,0.1507,6.4,484024590.0
3120205,매봉역,749,0.0369,0.2296,10.6,885186054.0
3120197,역삼역,1319,0.0369,0.514,39.4,2825876817.0
3120082,상계백병원,465,0.0369,0.1441,6.0,411152849.0
3130221,"남부골목시장(남부화곡시장, 남부시장)",832,0.0368,0.232,10.3,581318413.0
3110941,언남고등학교,86,0.0368,0.093,3.7,42332082.0
3130238,은행나무시장,477,0.0367,0.1111,4.5,339532181.0
3130195,도화동 상점가,906,0.0367,0.2649,13.1,854235925.0
3110001,이북5도청사,103,0.0367,0.0971,5.2,160293529.0
3120191,학동역,1101,0.0366,0.3261,18.9,1369433126.0
3120213,삼성중앙역,920,0.0366,0.2761,13.5,961181156.0
3110692,큰굴다리,85,0.0365,0.1412,5.4,77932439.0
3120057,아차산역,956,0.0365,0.228,11.0,768534332.0
3110410,방학역 2번,599,0.0365,0.182,7.2,287497220.0
3110127,성수1가1동주민센터,138,0.0365,0.1449,5.8,181662075.0
3110459,응암역 2번,340,0.0365,0.2029,8.9,136910057.0
3130095,청량리전통시장,395,0.0365,0.1924,10.7,750469578.0
3130161,증산종합시장,69,0.0365,0.2174,7.1,182480417.0
3110568,광흥창역 1번,205,0.0365,0.1317,3.9,219568839.0
3110867,국제신학대학원대학교(남서울중학교),226,0.0365,0.1283,4.9,144455244.0
3110543,중암중학교,32,0.0365,0.125,4.0,15663915.0
3110415,수락산역 4번,949,0.0364,0.2223,8.7,448765247.0
3110997,대청초등학교,1069,0.0364,0.2058,10.6,631395765.0
3120174,논현역 5번,135,0.0364,0.0889,3.2,1083649614.0
3110134,성수119안전센터,517,0.0364,0.1838,8.2,182767627.0
3110700,고척초등학교,163,0.0364,0.1656,6.4,118135518.0
3110393,국민은행방학지점,164,0.0364,0.0976,4.1,531992477.0
3130148,방학동도깨비시장,495,0.0364,0.1859,8.0,722874694.0
3110938,바우뫼공원,129,0.0364,0.2171,6.4,1040591943.0
3110251,장안중학교,372,0.0363,0.1532,6.1,99958658.0
3130091,청량종합도매시장,172,0.0363,0.2907,14.7,2179758922.0
3120145,영등포역(영등포),1187,0.0363,0.4566,39.7,3414066930.0
3120033,을지로4가역,302,0.0363,0.2119,14.9,3373813315.0
3110027,혜화역 1번,140,0.0363,0.1571,5.0,55571958.0
3111057,천호공원(해공체육문화센터),418,0.0362,0.1842,9.5,1240818870.0
3111067,강동구립성내도서관,496,0.0362,0.1915,7.8,243407897.0
3120155,총신대학교,97,0.0362,0.0825,3.8,37090117.0
3130281,우림시장,106,0.0362,0.1132,4.1,126133037.0
3130068,마장축산물시장,300,0.0362,0.11,9.3,534601234.0
3110019,창덕궁,149,0.0362,0.255,14.0,367378134.0
3110060,효창공원앞역 6번,306,0.0361,0.1176,5.9,261958953.0
3110344,화계중학교,67,0.0361,0.0896,2.9,81108210.0
3130269,강남시장(동작구 강남시장),37,0.036,0.1081,3.4,212075739.0
3120124,개봉동 현대아파트,938,0.036,0.2356,10.7,487739599.0
3110115,상왕십리역 3번,287,0.036,0.2056,7.7,358777056.0
3120007,북촌(안국역),659,0.036,0.258,14.2,1178838018.0
3111082,중앙보훈병원,51,0.0359,0.0784,3.4,54479836.0
3110546,양화대교북단,81,0.0359,0.1358,4.2,155303984.0
3120020,시청역_1번,322,0.0359,0.1739,6.6,1087784372.0
3110154,광진정말공원,669,0.0359,0.136,6.3,238686273.0
3110599,신월1파출소,363,0.0358,0.1873,7.3,117340636.0
3110260,면목역 3번,418,0.0358,0.1435,6.0,238632105.0
3110502,남가좌파출소,706,0.0358,0.1558,6.9,361781856.0
3110490,녹번동근린공원,122,0.0358,0.1393,6.0,170488084.0
3110139,자양4동주민센터,530,0.0358,0.1377,6.9,236681662.0
3120189,강남역,1304,0.0358,0.6518,67.8,7951459404.0
3120070,한성대입구역,798,0.0358,0.1629,8.3,782366533.0
3110394,방학중학교,494,0.0358,0.1943,8.2,309049831.0
3110778,구로디지털단지역 4번,439,0.0358,0.3166,15.4,463652757.0
3130215,대원종합시장,28,0.0357,0.0714,3.0,22462836.0
3110516,정원여중,14,0.0357,0.1429,3.6,73324162.0
3110711,구로초등학교,514,0.0357,0.2023,8.7,164290962.0
3110578,대흥역 2번,604,0.0357,0.202,8.2,367089884.0
3110016,평창동동측,114,0.0357,0.1316,4.0,133576407.0
3110813,보라매역 6번,386,0.0356,0.1762,7.5,243221488.0
3130323,둔촌역전통시장,406,0.0356,0.1576,7.9,778648700.0
3110725,가산동주민센터,261,0.0355,0.2069,7.1,738847746.0
3110981,국악고교사거리,346,0.0355,0.1272,5.2,444060114.0
3110255,상봉역 4번,642,0.0355,0.2009,8.0,253116540.0
3110411,도봉역 3번,102,0.0355,0.1863,9.1,204934320.0
3111035,오금공원(오주중학교),232,0.0355,0.125,5.3,134775295.0
3110759,문래예술촌(문래창작촌),651,0.0355,0.2796,16.9,1566771191.0
3110693,오류동역 4번,31,0.0355,0.129,4.8,238525024.0
3110730,서울축산농협 독산역지점(독산파출소),242,0.0354,0.1777,8.8,898830142.0
3110053,청구역 1번,261,0.0354,0.1341,7.3,249110362.0
3120223,휘문고교사거리,260,0.0354,0.1346,6.4,3506599167.0
3110763,영등포구청역 2번,259,0.0354,0.2355,10.6,302713998.0
3130159,공릉동 도깨비시장,543,0.0354,0.2026,8.4,452298133.0
3120226,석촌고분역,906,0.0353,0.1909,8.0,890114808.0
3111032,방이역 1번,563,0.0353,0.1528,6.3,938585396.0
3130253,영신상가(제일상가),142,0.0353,0.1549,10.9,319574249.0
3120128,신도림역,1074,0.0352,0.3715,32.5,868988765.0
3001493,동대문패션타운 관광특구,1016,0.0352,0.4882,371.8,2834771713.0
3110550,합정역 8번,567,0.0352,0.2522,12.0,636306164.0
3110469,응암정보도서관,915,0.0351,0.1891,8.9,294518575.0
3130165,"대림골목시장(대림시장, 양지시장)",332,0.0351,0.2289,9.3,387722775.0
3110189,제기동역 1번,95,0.0351,0.0842,4.5,1083955351.0
3130292,봉천현대시장,83,0.0351,0.0723,3.0,678352800.0
3110948,헌인가구단지,23,0.0351,0.6087,35.8,16348376.0
3110898,청림동주민센터(상도중학교),19,0.0351,0.0526,3.5,18727216.0
3130145,쌍문역둘리상점가,220,0.0351,0.15,5.5,281460827.0
3130296,남부종합시장,57,0.0351,0.0877,3.7,38637550.0
3110325,장곡초등학교,376,0.0351,0.1569,6.7,149065506.0
3120034,중구청(퇴계로4가),214,0.0351,0.1869,9.0,819504851.0
3110386,연산군묘,38,0.0351,0.0789,3.1,421144437.0
3120209,"강남구청(청담역_8번, 강남세무서)",897,0.035,0.2085,10.4,1290120145.0
3120047,한남오거리,879,0.035,0.2321,11.9,873683693.0
3130074,영동교골목시장,121,0.0349,0.1405,5.1,217048522.0
3120146,한강성심병원,246,0.0349,0.2154,10.1,510971094.0
3111053,성내천어린이공원(하니사랑길),357,0.0349,0.1429,6.7,626340688.0
3110918,방배역 3번,116,0.0349,0.1379,5.3,156540484.0
3110028,이화달팽이길,277,0.0348,0.1805,8.3,185743360.0
3120179,양재역,1163,0.0348,0.3611,21.2,1583359201.0
3120192,뱅뱅사거리,1146,0.0348,0.4363,33.9,1510265888.0
3120104,연남동(홍대),1206,0.0348,0.4519,36.2,1428702183.0
3110461,새절역 2번,123,0.0347,0.1057,4.8,275871376.0
3130184,마포농수산물시장,41,0.0346,0.0976,3.6,458931318.0
3110241,먹골역 5번,570,0.0346,0.2263,8.4,464228247.0
3110340,인수중학교,92,0.0346,0.1196,4.0,28680534.0
3110587,공덕동주민센터,208,0.0344,0.2019,6.5,96311567.0
3120207,선정릉역,1029,0.0344,0.3236,17.7,983831975.0
3120160,사당역(사당),1082,0.0344,0.3124,18.7,1228461400.0
3130226,고척프라자,110,0.0344,0.0545,3.4,169990839.0
3120042,"숙대입구역(남영역, 남영동)",772,0.0344,0.1451,6.0,472831703.0
3110936,더케이호텔(양재리본타워2단지아파트),120,0.0344,0.15,6.2,831225099.0
3110138,송정체육공원,366,0.0344,0.1393,5.9,169255400.0
3110702,개봉초등학교,191,0.0343,0.1414,5.3,119192683.0
3120165,서래마을카페거리(서래마을),900,0.0343,0.2167,10.0,919125055.0
3110477,은평세무서,273,0.0343,0.1941,7.5,1145907847.0
3110805,신길새마을금고신길4동지점,105,0.0343,0.1333,5.0,95502014.0
3110636,방화역 2번,230,0.0343,0.1652,5.7,541264880.0
3130079,한아름시장,99,0.0343,0.101,3.4,216954126.0
3130134,"솔샘시장(미아6,7동골목시장)",387,0.0342,0.1344,5.3,269442991.0
3110457,예일여고,203,0.0342,0.1379,5.5,106192375.0
3120126,디지털단지오거리,361,0.0342,0.2798,10.5,240314251.0
3110334,석관중앙교회,207,0.0341,0.1691,8.0,303786283.0
3110567,광흥창역 6번,149,0.0341,0.0805,3.4,95590577.0
3110859,난향초등학교,134,0.0341,0.097,4.4,181266520.0
3110907,방배초등학교,373,0.0341,0.193,8.6,164854654.0
3130071,성수역 골목형상점가,40,0.0341,0.15,5.8,1231055527.0
3110897,서울대입구역 8번,353,0.034,0.136,5.7,120993539.0
3111002,한국교통안전공단 강남자동차검사소,81,0.034,0.1975,8.1,372360835.0
3001495,잠실 관광특구,1112,0.034,0.5378,53.4,5573558615.0
3110570,KB국민은행 서강지점,147,0.0339,0.1224,4.5,168020689.0
3110735,말미고개,386,0.0339,0.1503,7.3,291711419.0
3110838,상도1동주민센터앞,87,0.0339,0.0805,3.6,75993298.0
3120046,이태원(이태원역),1013,0.0339,0.3485,30.5,2134355689.0
3130322,고분다리전통시장,323,0.0338,0.1238,4.7,198774153.0
3110323,상월곡역 1번,397,0.0338,0.1587,6.4,124627929.0
3120081,노원역,1311,0.0338,0.492,42.2,2662562398.0
3120015,종로6가,455,0.0338,0.1824,7.1,339348889.0
3110830,상도초등학교,175,0.0338,0.1257,4.8,218638114.0
3120176,논현역 4번,273,0.0338,0.2088,8.3,112601166.0
3110939,양재역 8번(양재동우체국),778,0.0337,0.2082,12.7,499552286.0
3110915,서래초등학교,95,0.0337,0.0947,4.1,427479247.0
3110052,장충초등학교,286,0.0337,0.1434,8.2,455149237.0
3120131,가산디지털단지,1333,0.0337,0.5559,88.6,14403954835.0
3120217,대치사거리,765,0.0336,0.2261,14.6,1334281446.0
3110110,상왕십리역 6번,196,0.0336,0.0918,3.9,131399192.0
3110316,숭곡초등학교,790,0.0336,0.1544,7.9,284755424.0
3120202,압구정로데오역(압구정로데오),1092,0.0335,0.3974,34.9,2949503138.0
3130186,망원시장,413,0.0335,0.1671,6.1,660282105.0
3120175,남부터미널역,1071,0.0334,0.2923,19.5,837587029.0
3120208,청담사거리(청담동명품거리),1102,0.0333,0.3494,25.9,2814595257.0
3130171,불광먹자골목 골목형상점가,527,0.0333,0.1803,7.9,606351191.0
3130115,우림골목시장,665,0.0333,0.2015,10.2,649173801.0
3130198,아현시장,441,0.0333,0.1905,7.9,381618138.0
3110265,망우역 1번,323,0.0333,0.1269,5.1,243544358.0
3130173,백련시장,27,0.0333,0.1111,4.4,80186217.0
3111073,둔촌동역 1번(한산중학교),716,0.0332,0.1774,8.3,276935515.0
3110925,서초중학교,227,0.0332,0.1366,5.0,158224432.0
3110539,미근동,120,0.0332,0.325,12.5,730866995.0
3130283,신원시장,330,0.0332,0.1818,9.5,499237859.0
3130020,동묘시장(동묘벼룩시장),223,0.0332,0.2018,9.1,279268002.0
3110319,종암동주민센터,549,0.0332,0.1566,7.4,252233603.0
3110331,돌곶이역 8번,426,0.0332,0.1268,5.8,277990970.0
3110136,경수초등학교,427,0.0331,0.3115,16.1,697185582.0
3120009,종로3가역,1162,0.0331,0.4114,87.2,6572917261.0
3110988,청담역 3번,63,0.0331,0.0635,3.4,424383580.0
3120150,63빌딩,278,0.0331,0.1439,6.5,2360436463.0
3110151,자양한강도서관,498,0.0331,0.1647,7.2,291450690.0
3110286,한성대입구역 5번,248,0.033,0.1653,6.9,308015369.0
3130018,동대문문구완구거리(동대문문구완구시장),278,0.033,0.1978,11.1,3526205732.0
3130319,성내전통시장,448,0.0329,0.1339,5.4,239656965.0
3110058,성심여자고등학교,361,0.0329,0.1524,10.3,566059310.0
3110723,가산디지털단지역 1번 출입구,133,0.0329,0.218,8.5,350351101.0
3111068,강동성심병원,81,0.0329,0.0741,2.7,1155062704.0
3120236,장지역(가든파이브),1212,0.0329,0.3432,35.9,1372115126.0
3130070,뚝섬역상점가,736,0.0328,0.1481,7.3,644525799.0
3110068,남영역 1번,409,0.0328,0.1711,8.1,567621128.0
3130208,목동깨비시장(목3동시장),729,0.0328,0.1934,8.4,574527482.0
3130089,청량리수산시장,65,0.0328,0.3385,41.2,8188019772.0
3110109,금호삼성래미안아파트,199,0.0328,0.196,9.3,230882592.0
3120137,문래역(문래로데오거리),238,0.0327,0.2395,10.0,984096337.0
3130202,신영시장,626,0.0326,0.2093,8.8,345468248.0
3110146,신자초등학교,410,0.0326,0.1537,7.3,218929149.0
3130094,청량리청과물시장,313,0.0326,0.2268,18.6,10449776852.0
3110381,번동주공2단지,106,0.0325,0.0943,5.2,193163394.0
3130082,면곡골목시장,94,0.0325,0.1277,4.7,158831814.0
3110530,아현역 1번,59,0.0325,0.1356,4.9,247299741.0
3110811,보라매역 4번,114,0.0325,0.1491,5.3,272034239.0
3111020,방이동고분군(방산고등학교),381,0.0325,0.1391,6.0,394352147.0
3110064,효창공원앞역 2번,381,0.0325,0.1129,4.8,516224479.0
3120108,신정네거리역,1187,0.0325,0.2418,12.1,839588896.0
3110820,성남고등학교,445,0.0325,0.1371,6.5,218540211.0
3120134,구로전화국,924,0.0325,0.197,9.8,993862635.0
3110929,남부터미널역 1번,195,0.0325,0.1641,6.6,156581655.0
3110758,문래소공원,69,0.0325,0.1159,5.2,228229457.0
3120163,사당역 11번(사당역먹자골목),329,0.0324,0.1489,6.3,94799423.0
3111026,문정역 2번,475,0.0324,0.1853,7.9,433560955.0
3120221,봉은사역,630,0.0324,0.1921,12.0,685243377.0
3120218,코엑스,649,0.0323,0.1834,12.4,2044720988.0
3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",506,0.0322,0.2273,9.5,714286126.0
3120062,신설동역,1073,0.0322,0.2479,15.2,902168701.0
3120043,서울역,837,0.0322,0.2951,23.9,1826237450.0
3120040,용산전자상가(용산역),827,0.0322,0.3071,87.1,28345068622.0
3130217,화곡본동시장,385,0.0322,0.1662,6.7,523535079.0
3130236,비단길현대시장(현대시장),726,0.032,0.2094,10.1,862258944.0
3110253,중곡초등학교,365,0.0319,0.1808,7.3,280217915.0
3130065,무학봉상점가,449,0.0319,0.147,6.3,241433389.0
3120183,양재천카페거리,450,0.0319,0.1489,7.5,1408959968.0
3001491,이태원 관광특구,964,0.0319,0.3828,38.4,2412427245.0
3120041,신용산역(용산역),871,0.0318,0.4259,36.1,1161561622.0
3110851,경문고등학교(동작동성당),91,0.0318,0.0879,4.5,98533448.0
3120060,강변역(테크노마트),984,0.0318,0.2835,28.5,2160578411.0
3130230,가리봉시장,274,0.0318,0.1569,6.1,230797908.0
3110954,국기원,45,0.0318,0.1778,6.9,1386559154.0
3110018,중앙고등학교,221,0.0318,0.1493,6.8,166673210.0
3120038,약수역,1022,0.0318,0.1859,10.4,993881622.0
3110009,자하문터널,124,0.0318,0.1452,7.6,220590170.0
3110275,하나은행 망우동지점,147,0.0317,0.2109,9.3,499169127.0
3110186,종암초등학교,131,0.0317,0.1221,5.8,192455301.0
3110117,성동구보건소,125,0.0316,0.088,5.2,95274683.0
3130212,공항시장,100,0.0316,0.13,6.7,159197375.0
3110752,한울중학교,597,0.0316,0.1541,6.5,230536777.0
3120044,삼각지역,510,0.0316,0.1863,12.0,436226070.0
3130247,우리시장,200,0.0316,0.16,5.6,352669917.0
3130105,장미제일시장(중화동제일시장),232,0.0315,0.1121,4.4,230125074.0
3110824,대방역 3번,201,0.0315,0.1294,4.6,521231776.0
3110899,낙성대역 5번(관악중학교),86,0.0315,0.093,3.5,54967412.0
3130279,관악신사시장,547,0.0315,0.1517,6.2,286636396.0
3110810,영신초등학교,764,0.0315,0.1545,6.7,371950674.0
3120148,국회의사당역(국회의사당),940,0.0314,0.3032,20.7,2023572144.0
3110583,공덕래미안3차아파트,146,0.0314,0.1164,4.8,194155017.0
3130314,풍납시장,721,0.0314,0.1345,5.9,292876778.0
3110329,우리은행체육관,120,0.0313,0.1583,6.9,175939633.0
3110436,상계제일중학교,155,0.0313,0.1097,3.8,436561920.0
3130325,명일전통시장,266,0.0313,0.1579,7.1,380743993.0
3110062,한강로동땡땡거리(은행나무길),306,0.0313,0.2157,12.2,570959599.0
3120066,장한평역(장한평),1001,0.0313,0.3227,23.1,1851213149.0
3130210,목2동시장,591,0.0313,0.1252,6.0,507365675.0
3130128,돌곶이시장(석관황금시장),325,0.0312,0.1323,5.0,160236696.0
3110803,신길2동우편취급국,217,0.0312,0.1889,7.0,295682537.0
3110942,염곡동 구룡사(포이동성당),534,0.0311,0.1891,10.4,491355449.0
3120149,여의도역(여의도),1204,0.0311,0.4693,43.6,3683412532.0
3110619,목4동주민센터,133,0.0311,0.0977,4.4,314447961.0
3110500,남가좌동현대아파트,107,0.031,0.1402,7.0,375874538.0
3130067,왕십리도선동상점가,805,0.031,0.2062,11.2,593944774.0
3120245,둔촌역,1165,0.031,0.2721,15.3,934241769.0
3130055,"황학시장(서울중앙시장, 신중앙시장)",345,0.031,0.1942,10.4,344523417.0
3110129,성원어린이공원,125,0.0309,0.176,6.9,259307994.0
3110584,아현역 4번,92,0.0309,0.1196,6.7,2493004066.0
3001496,강남 마이스 관광특구,799,0.0309,0.2916,30.1,5782378354.0
3120195,성수대교남단,744,0.0309,0.2836,15.9,2678498483.0
3130223,고척근린시장,459,0.0309,0.1394,7.1,604958764.0
3110299,정릉역 1번,640,0.0308,0.1484,6.8,343059656.0
3110610,계남근린공원,104,0.0308,0.0481,3.0,71212948.0
3110169,성동초등학교,226,0.0308,0.1018,5.0,162195851.0
3110781,대림한신아파트,318,0.0308,0.1132,4.9,139585836.0
3110025,충신시장옆,37,0.0308,0.1622,7.7,454931462.0
3110095,한강진역 3번,332,0.0308,0.256,13.8,535951983.0
